id,title,publication_date,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,url
-9yGTFlIkzY,BNK48 Senpai ep.05 (Part 4),2017-03-10T09:44:08.000Z,367149,1832,48,0,95,https://www.youtube.com/watch?v=-9yGTFlIkzY
-HLEvHg5a8w,BNK48 Show EP03 Break03,2017-07-24T06:04:49.000Z,236184,1311,33,0,65,https://www.youtube.com/watch?v=-HLEvHg5a8w
-j-CdY8iuys,BNK48 Trainee｜Natcha Krisdhasima (Oom),2018-11-16T05:45:01.000Z,48098,1835,28,0,173,https://www.youtube.com/watch?v=-j-CdY8iuys
-J43fsyvahk,BNK48 Senpai Special (Part 3),2017-04-30T16:03:34.000Z,279675,2864,48,0,316,https://www.youtube.com/watch?v=-J43fsyvahk
-QdTQDUVTs8,BNK48 Show EP04 Break04,2017-07-31T09:53:25.000Z,377112,2352,73,0,153,https://www.youtube.com/watch?v=-QdTQDUVTs8
-t4Ee33wOWs,เพื่อนร่วมทาง The Journey Ep.05 Part 3,2018-02-09T06:14:45.000Z,104869,1184,29,0,105,https://www.youtube.com/watch?v=-t4Ee33wOWs
_1u5_atalnw,29 Seconds of 29 members #27 : Pupe,2017-05-01T13:08:34.000Z,38335,880,8,0,37,https://www.youtube.com/watch?v=_1u5_atalnw
_eHDMskfNyc,BNK48 Show EP12 Break04,2017-11-20T07:00:01.000Z,486446,2758,49,0,178,https://www.youtube.com/watch?v=_eHDMskfNyc
_ncz1_Cz6hk,Koisuru Fortune Cookie –คุกกี้เสี่ยงทาย– (FAN COMPILATION ver.) / BNK48,2017-12-03T11:00:03.000Z,288428,7978,135,0,739,https://www.youtube.com/watch?v=_ncz1_Cz6hk
_Q8yIyT3WZk,BNK48 Official Live Stream,2017-07-12T13:41:38.000Z,50191,1273,6,0,44,https://www.youtube.com/watch?v=_Q8yIyT3WZk
_UIMrIJUERg,29 Seconds of 29 members #12 : Kidcat,2017-05-01T13:08:39.000Z,25687,365,21,0,21,https://www.youtube.com/watch?v=_UIMrIJUERg
_ZxPQTQkMrQ,BNK48 Show EP8 Break01,2017-09-11T05:00:03.000Z,284816,2770,53,0,199,https://www.youtube.com/watch?v=_ZxPQTQkMrQ
01Fj8yDyXVM,BNK48 Introduction (February 2018),2018-02-08T10:27:07.000Z,203626,6252,96,0,780,https://www.youtube.com/watch?v=01Fj8yDyXVM
0773p4WN1Qg,BNK48 5th Single Information Announcement / BNK48,2018-09-30T14:51:08.000Z,337896,13291,184,0,1492,https://www.youtube.com/watch?v=0773p4WN1Qg
0Fna8Uy-R4Y,BNK48 6th Single Senbatsu General Election – Preliminary Results Announcement / BNK48,2018-12-12T13:11:56.000Z,232188,12320,128,0,3077,https://www.youtube.com/watch?v=0Fna8Uy-R4Y
0niyf7utzbA,29 Seconds of 29 members #05 : Jan,2017-05-01T13:08:42.000Z,57904,1108,10,0,84,https://www.youtube.com/watch?v=0niyf7utzbA
0PG_36-qQHU,BNK48 Official Live Stream,2017-07-16T09:45:40.000Z,67888,1343,14,0,55,https://www.youtube.com/watch?v=0PG_36-qQHU
0qKnNOFWSIQ,BNK48 Show EP04 Break02,2017-07-31T09:52:56.000Z,1408841,8911,393,0,765,https://www.youtube.com/watch?v=0qKnNOFWSIQ
0vMdDRduY88,BNK48 - Aitakatta (อยากจะได้พบเธอ) PV teaser,2017-06-20T14:38:09.000Z,507572,7198,285,0,754,https://www.youtube.com/watch?v=0vMdDRduY88
0vtwM6Lsrck,BNK48 Trainee｜Kamonthida Rotthawinithi (View),2018-11-16T05:45:00.000Z,57717,2882,28,0,273,https://www.youtube.com/watch?v=0vtwM6Lsrck
0Z6tdke0SHc,BNK48 Trainee｜Phattharanarin Mueanrit (Nine),2018-11-16T05:45:00.000Z,34184,1585,11,0,110,https://www.youtube.com/watch?v=0Z6tdke0SHc
0zW9SQvzqCQ,BNK48 Trainee｜Natticha Chantaravareelekha (Fond),2018-11-16T05:45:00.000Z,87087,4095,51,0,309,https://www.youtube.com/watch?v=0zW9SQvzqCQ
1_gg3Cocjjg,เพื่อนร่วมทาง The Journey Ep.12 Part 1,2018-03-30T02:00:01.000Z,61623,1009,31,0,189,https://www.youtube.com/watch?v=1_gg3Cocjjg
1a-vsnPGDKk,BNK48 Senpai ep.04 (Part 4),2017-03-09T09:39:25.000Z,235474,1398,24,0,100,https://www.youtube.com/watch?v=1a-vsnPGDKk
1dOxPrq68yg,BNK48 Senpai ep 10 Part 1,2017-03-23T07:00:10.000Z,483036,3279,85,0,137,https://www.youtube.com/watch?v=1dOxPrq68yg
1GFytjig8AE,「BNK48」from BNK48 We Wish You! A Merry Christmas –Fan Meet– / BNK48,2017-12-28T16:25:39.000Z,549519,5832,86,0,221,https://www.youtube.com/watch?v=1GFytjig8AE
1Hv7yZITDOw,BNK48 Show EP8 Break03,2017-09-11T05:00:01.000Z,268068,1698,57,0,111,https://www.youtube.com/watch?v=1Hv7yZITDOw
2Aj2qfdRNjw,BNK48 SHOW EP10 Break04,2017-11-06T05:21:25.000Z,300203,2363,64,0,166,https://www.youtube.com/watch?v=2Aj2qfdRNjw
2hHGYO8Klqg,BNK48 Trainee｜Pimnipa Tungsakul (Deenee),2018-11-16T05:45:00.000Z,29272,1206,62,0,112,https://www.youtube.com/watch?v=2hHGYO8Klqg
2Izh4wHNKGM,BNK48 Senpai ep.12 (Part 4),2017-03-29T07:48:17.000Z,319457,1600,31,0,62,https://www.youtube.com/watch?v=2Izh4wHNKGM
2rqwrVz-6Zw,"BNK48 Travel Show ""เพื่อนร่วมทาง The Journey"" Teaser",2017-11-18T06:00:00.000Z,70793,2160,13,0,238,https://www.youtube.com/watch?v=2rqwrVz-6Zw
3-_MOT8UQDc,BNK48 Senpai Special (Part 1),2017-04-14T05:48:29.000Z,207743,1492,31,0,94,https://www.youtube.com/watch?v=3-_MOT8UQDc
32i1Q79ym6E,BNK48 SHOW EP6 Break01,2017-08-28T13:47:59.000Z,828703,7674,225,0,983,https://www.youtube.com/watch?v=32i1Q79ym6E
38c2e4BHBlA,KhunKai’s Kitchen EP12 : Nink’s Birthday Cake / KaimookBNK48,2018-09-04T03:28:50.000Z,13998,475,14,0,28,https://www.youtube.com/watch?v=38c2e4BHBlA
3cvKAEbeSOM,【AKB48 53rdシングル世界選抜総選挙】Preliminary Results #101 Cherprang (BNK48 Team BⅢ) Special Messages / BNK48,2018-05-31T11:20:22.000Z,211270,9785,109,0,1011,https://www.youtube.com/watch?v=3cvKAEbeSOM
3f-Q1j4nbaI,29 Seconds of 29 members #22 : Nink,2017-05-01T13:08:48.000Z,18997,315,14,0,9,https://www.youtube.com/watch?v=3f-Q1j4nbaI
3f0AbOTGCHQ,BNK48 Team BⅢ｜Warattaya Deesomlert (Kaimook),2018-11-16T05:45:00.000Z,91106,4404,63,0,346,https://www.youtube.com/watch?v=3f0AbOTGCHQ
3ka3RVkdSHQ,BNK48 Senpai ep.8 Annex (GROUP5),2017-04-23T04:37:06.000Z,62903,739,10,0,86,https://www.youtube.com/watch?v=3ka3RVkdSHQ
3n_gqCd026Q,BNK48 Senpai ep 09 Part 2,2017-03-22T06:55:15.000Z,336451,2125,48,0,138,https://www.youtube.com/watch?v=3n_gqCd026Q
3ZgwgOBYTas,เพื่อนร่วมทาง The Journey Ep.03 Part 3,2018-01-25T15:13:11.000Z,175388,1811,20,0,155,https://www.youtube.com/watch?v=3ZgwgOBYTas
4__dtfWvK7s,CHERPRANG VLOG EP03 : World Senbatsu in Japan / CherprangBNK48,2018-09-27T03:08:25.000Z,232540,8614,122,0,708,https://www.youtube.com/watch?v=4__dtfWvK7s
4AGt_BxDfjc,BNK48 Freetime Pre Season EP.1 !,2017-09-15T16:48:47.000Z,526334,6875,106,0,669,https://www.youtube.com/watch?v=4AGt_BxDfjc
4HdXfXEQ1GE,「Koisuru Fortune Cookie –คุกกี้เสี่ยงทาย–」from BNK48 We Wish You! A Merry Christmas / BNK48,2017-12-28T16:25:38.000Z,584388,5866,111,0,531,https://www.youtube.com/watch?v=4HdXfXEQ1GE
4iaOF9X8qUY,BNK48 Show EP03 Break02,2017-07-24T06:04:50.000Z,252974,1651,50,0,174,https://www.youtube.com/watch?v=4iaOF9X8qUY
4jIWZO-My5I,KhunKai’s Kitchen EP28 : Thai Prawn Omelette Rolls / KaimookBNK48,2018-09-05T05:18:48.000Z,55065,1261,25,0,69,https://www.youtube.com/watch?v=4jIWZO-My5I
4TKCbe8jyRI,【MV Full】RIVER / BNK48,2018-04-30T15:00:00.000Z,17561474,236297,14887,0,48370,https://www.youtube.com/watch?v=4TKCbe8jyRI
54O1AMDZS0I,BNK48 Team BⅢ｜Kunjiranut Intarasin (Jane),2018-11-16T05:45:01.000Z,91436,3634,53,0,271,https://www.youtube.com/watch?v=54O1AMDZS0I
5bJDLZTR8r4,29 Seconds of 29 members #21 : Namsai,2017-05-01T13:08:47.000Z,25289,575,12,0,21,https://www.youtube.com/watch?v=5bJDLZTR8r4
5DMyzWM2qXc,KhunKai’s Kitchen EP22 : CANDY!! / KaimookBNK48,2018-09-05T04:58:50.000Z,36287,808,16,0,64,https://www.youtube.com/watch?v=5DMyzWM2qXc
5Gqof1dKNRY,BNK48 Senpai ep.07 (Part 3),2017-03-16T07:02:06.000Z,339505,2022,45,0,177,https://www.youtube.com/watch?v=5Gqof1dKNRY
5ti4qClvZTI,BNK48 Show EP01 Break02,2017-07-10T08:19:35.000Z,462810,3698,96,0,293,https://www.youtube.com/watch?v=5ti4qClvZTI
5txOhaAtb7Y,BNK48 : GIRLS DON’T CRY | Official Trailer (Cinema Ver.),2018-07-26T12:00:00.000Z,351788,15643,166,0,1723,https://www.youtube.com/watch?v=5txOhaAtb7Y
6bZ9zeXaFCg,BNK48 Show EP5 Break 04,2017-08-21T05:00:01.000Z,438969,3336,69,0,170,https://www.youtube.com/watch?v=6bZ9zeXaFCg
6EciQXa0Pco,BNK48 SHOW EP10 Break01,2017-11-06T05:20:31.000Z,339110,2960,74,0,238,https://www.youtube.com/watch?v=6EciQXa0Pco
6hqI1pekBG4,「Oogoe Diamond –ก็ชอบ ให้รู้ว่าชอบ–」from BNK48 Mini Live and Handshake / BNK48,2017-11-21T10:00:01.000Z,172883,2241,107,0,291,https://www.youtube.com/watch?v=6hqI1pekBG4
7ASjpSbmz0A,【MV Teaser】Shonichi วันแรก / BNK48,2018-03-21T11:00:01.000Z,392705,14559,222,0,2078,https://www.youtube.com/watch?v=7ASjpSbmz0A
7B2ICj97BrY,BNK48 Senpai ep 10 Part 2,2017-03-23T07:00:09.000Z,315031,2038,46,0,185,https://www.youtube.com/watch?v=7B2ICj97BrY
7FTgq-3lMys,BNK48 WE NEED YOU 2 : 2nd Generation Audition Announcement,2017-12-24T15:32:05.000Z,84870,1733,18,0,401,https://www.youtube.com/watch?v=7FTgq-3lMys
7lKDNvhvMiM,Shonichi The Stories / BNK48,2018-04-01T14:35:58.000Z,767518,37771,500,0,5247,https://www.youtube.com/watch?v=7lKDNvhvMiM
7QFHoydr8us,BNK48 Senpai ep.02 (Part 2),2017-03-02T14:46:57.000Z,413439,2876,55,0,473,https://www.youtube.com/watch?v=7QFHoydr8us
7z2POaFviIQ,BNK48 Trainee｜Ratah Chinkrajangkit (Ratah),2018-11-16T05:45:00.000Z,69939,3360,34,0,261,https://www.youtube.com/watch?v=7z2POaFviIQ
8BY1sLEFDJE,「Oogoe Diamond –ก็ชอบ ให้รู้ว่าชอบ–」from BNK48 We Wish You! A Merry Christmas –Fan Meet– / BNK48,2017-12-28T16:25:38.000Z,1003364,8663,181,0,620,https://www.youtube.com/watch?v=8BY1sLEFDJE
8DXzHGJqqaE,BNK48 Team BⅢ Captain & Vice Captain Announcement,2017-12-24T11:00:34.000Z,121795,2294,39,0,302,https://www.youtube.com/watch?v=8DXzHGJqqaE
8X1yMd3jBEU,BNK48 Digital Live Studio 10th September 2017 for Youtube,2017-09-10T14:29:23.000Z,52075,757,15,0,44,https://www.youtube.com/watch?v=8X1yMd3jBEU
8yJmAMP0RP4,BNK48 SHOW EP13 (Director's Cut) Break02,2017-12-05T05:00:01.000Z,2258195,14745,702,0,1002,https://www.youtube.com/watch?v=8yJmAMP0RP4
94beu14lpq8,เพื่อนร่วมทาง The Journey Ep.03 Part 1,2018-01-25T15:13:11.000Z,217073,2122,35,0,141,https://www.youtube.com/watch?v=94beu14lpq8
9782oM1T1pg,BNK48 Team BⅢ｜Rina Izuta (Izurina),2018-11-16T05:45:00.000Z,67354,3675,30,0,337,https://www.youtube.com/watch?v=9782oM1T1pg
9b5pCFbiCmU,KhunKai’s Kitchen EP27 : Penguin Jelly / KaimookBNK48,2018-09-05T05:18:43.000Z,51908,970,24,0,71,https://www.youtube.com/watch?v=9b5pCFbiCmU
9GnzdHrwdXU,BNK48 Trainee｜Sumitra Duangkaew (Faii),2018-11-16T05:45:01.000Z,67233,2316,42,0,158,https://www.youtube.com/watch?v=9GnzdHrwdXU
9L7ghmCWkIs,29 Seconds of 29 members #06 : Jane,2017-05-01T13:08:43.000Z,34719,565,6,0,40,https://www.youtube.com/watch?v=9L7ghmCWkIs
9ZgUs6YuKWw,BNK48 Senpai ep 09 Part 3,2017-03-22T06:55:13.000Z,528260,3623,87,0,215,https://www.youtube.com/watch?v=9ZgUs6YuKWw
A2VrbwgWjT0,【MV Full】Tsugi no Season ฤดูใหม่ / BNK48,2018-08-03T13:00:00.000Z,13088142,172316,8324,0,30146,https://www.youtube.com/watch?v=A2VrbwgWjT0
a4-HoIn_B6A,BNK48 SHOW EP13 (Director's Cut) Break04,2017-12-05T05:00:01.000Z,981057,7768,250,0,932,https://www.youtube.com/watch?v=a4-HoIn_B6A
ad32tmJ9RLA,29 Seconds of 29 members #07 : Jennis,2017-05-01T13:08:44.000Z,68406,1433,15,0,60,https://www.youtube.com/watch?v=ad32tmJ9RLA
aFZJk4FUSxc,BNK48 Show EP01 Break01,2017-07-10T08:16:11.000Z,947093,7196,218,0,571,https://www.youtube.com/watch?v=aFZJk4FUSxc
AJOHWmeFjF0,BNK48 Show EP02 Break03,2017-07-17T05:00:01.000Z,291445,1784,37,0,129,https://www.youtube.com/watch?v=AJOHWmeFjF0
akWfxC2jI5Q,BNK48 Team BⅢ｜Isarapa Thawatpakdee (Tarwaan),2018-11-16T05:45:00.000Z,126760,5515,60,0,433,https://www.youtube.com/watch?v=akWfxC2jI5Q
amBs0BilqlU,BNK48 Senpai ep.8 Annex (GROUP3),2017-04-23T04:37:08.000Z,244732,2233,41,0,176,https://www.youtube.com/watch?v=amBs0BilqlU
An8S-S9ynpk,BNK48 Senpai ep.12 (Part 3),2017-03-29T07:48:18.000Z,1119810,9307,209,0,519,https://www.youtube.com/watch?v=An8S-S9ynpk
ASLD15eaT6o,29 Seconds of 29 members #18 : Music,2017-05-01T13:08:45.000Z,72956,1692,28,0,45,https://www.youtube.com/watch?v=ASLD15eaT6o
aSw2MyRU-7s,BNK48 Senpai ep.01 (Part 3),2017-03-01T14:54:03.000Z,511290,1970,58,0,161,https://www.youtube.com/watch?v=aSw2MyRU-7s
